,cohort_year,division,division_name,students_in_cohort,graduation_rate,dropout_rate,income_per_capita,prev_year_teacher_salary,curr_year_teacher_salary,teacher_salary_diff
32,2017,33,Franklin County,504,93.45%,5.56%,,48223.0,49217.0,2.06
33,2017,34,Frederick County,1011,94.76%,2.47%,49051.0,53806.0,54180.0,0.7
34,2017,35,Giles County,207,89.86%,5.31%,38325.0,41882.0,42168.0,0.68
35,2017,36,Gloucester County,446,90.36%,6.95%,48371.0,48091.0,51145.0,6.35
36,2017,37,Goochland County,198,96.46%,1.52%,97960.0,48401.0,48912.0,1.06
37,2017,38,Grayson County,139,96.40%,2.88%,31100.0,39136.0,39297.0,0.41
38,2017,39,Greene County,240,95.42%,1.25%,42622.0,48720.0,49567.0,1.74
39,2017,40,Greensville County,173,84.39%,7.51%,31233.0,47216.0,48915.0,3.6
40,2017,41,Halifax County,379,91.29%,5.54%,35524.0,37252.0,39840.0,6.95
41,2017,42,Hanover County,1573,95.17%,2.61%,58652.0,51720.0,56106.0,8.48
42,2017,43,Henrico County,3846,91.11%,6.19%,64545.0,48850.0,50743.0,3.87
43,2017,44,Henry County,545,87.16%,7.71%,37827.0,46766.0,46714.0,-0.11
44,2017,45,Highland County,17,82.35%,11.76%,43827.0,49377.0,51690.0,4.68
45,2017,46,Isle of Wight County,416,93.75%,3.37%,53220.0,55609.0,54358.0,-2.25
46,2017,48,King George County,324,93.83%,4.32%,50922.0,49676.0,51849.0,4.37
47,2017,49,King and Queen County,38,73.68%,10.53%,41775.0,47766.0,48253.0,1.02
48,2017,50,King William County,163,92.02%,5.52%,45480.0,50506.0,49969.0,-1.06
49,2017,51,Lancaster County,101,87.13%,12.87%,58294.0,41358.0,49563.0,19.84
50,2017,52,Lee County,235,77.02%,17.87%,29063.0,43211.0,45631.0,5.6
51,2017,53,Loudoun County,5422,95.52%,3.08%,75312.0,64184.0,65678.0,2.33
52,2017,54,Louisa County,329,91.79%,5.78%,41195.0,51901.0,52874.0,1.87
53,2017,55,Lunenburg County,117,88.03%,9.40%,32065.0,46559.0,43697.0,-6.15
54,2017,56,Madison County,128,93.75%,3.13%,47144.0,42770.0,43419.0,1.52
55,2017,57,Mathews County,107,91.59%,4.67%,54372.0,45370.0,44478.0,-1.97
56,2017,58,Mecklenburg County,341,92.67%,4.40%,36114.0,44212.0,44424.0,0.48
57,2017,59,Middlesex County,84,84.52%,5.95%,49835.0,45379.0,46124.0,1.64
58,2017,60,Montgomery County,697,92.83%,5.16%,36125.0,50605.0,52111.0,2.98
59,2017,62,Nelson County,154,88.31%,7.14%,48581.0,53096.0,53745.0,1.22
60,2017,63,New Kent County,243,88.89%,2.47%,69142.0,45833.0,47200.0,2.98
61,2017,65,Northampton County,108,81.48%,12.96%,46991.0,43396.0,44266.0,2.0
62,2017,66,Northumberland County,113,95.58%,3.54%,50124.0,49814.0,50922.0,2.22
63,2017,67,Nottoway County,171,87.13%,9.36%,33992.0,46481.0,47043.0,1.21
64,2017,68,Orange County,390,94.36%,3.08%,47930.0,50073.0,49447.0,-1.25
65,2017,69,Page County,273,96.70%,1.83%,37568.0,46504.0,46911.0,0.88
66,2017,70,Patrick County,214,92.06%,5.14%,33148.0,43528.0,44198.0,1.54
67,2017,71,Pittsylvania County,728,91.90%,7.01%,36750.0,44840.0,45402.0,1.25
68,2017,72,Powhatan County,368,94.02%,3.26%,55011.0,55348.0,55313.0,-0.06
69,2017,73,Prince Edward County,162,93.21%,3.70%,31059.0,41166.0,41302.0,0.33
70,2017,74,Prince George County,469,91.68%,4.26%,37629.0,50814.0,51148.0,0.66
71,2017,75,Prince William County,6420,91.82%,6.23%,,60011.0,65902.0,9.82
72,2017,77,Pulaski County,365,93.70%,2.74%,38388.0,44086.0,45312.0,2.78
73,2017,78,Rappahannock County,70,95.71%,2.86%,61770.0,53250.0,51136.0,-3.97
74,2017,79,Richmond County,109,94.50%,5.50%,36075.0,47968.0,49860.0,3.94
75,2017,80,Roanoke County,1182,94.25%,3.89%,50460.0,49967.0,51942.0,3.95
76,2017,81,Rockbridge County,241,90.87%,7.05%,,49113.0,50873.0,3.58
77,2017,82,Rockingham County,939,94.68%,3.94%,38828.0,49478.0,49469.0,-0.02
78,2017,83,Russell County,375,91.47%,3.20%,32358.0,39102.0,39067.0,-0.09
79,2017,84,Scott County,277,94.22%,4.33%,32501.0,45093.0,46069.0,2.17
80,2017,85,Shenandoah County,458,96.07%,2.40%,43092.0,48195.0,48284.0,0.18
81,2017,86,Smyth County,365,94.52%,3.01%,35948.0,43186.0,43911.0,1.68
82,2017,87,Southampton County,186,89.25%,6.45%,40584.0,45503.0,46782.0,2.81
83,2017,88,Spotsylvania County,1843,90.45%,5.81%,48951.0,53438.0,54284.0,1.58
84,2017,89,Stafford County,2329,94.29%,2.92%,53092.0,54490.0,56462.0,3.62
85,2017,90,Surry County,67,88.06%,2.99%,43200.0,52665.0,51912.0,-1.43
86,2017,91,Sussex County,88,89.77%,3.41%,30035.0,53874.0,50720.0,-5.86
87,2017,92,Tazewell County,446,89.46%,7.17%,37191.0,37498.0,37116.0,-1.02
88,2017,93,Warren County,459,93.90%,3.49%,45035.0,47147.0,48717.0,3.33
89,2017,94,Washington County,569,93.50%,3.69%,39527.0,46105.0,49314.0,6.96
90,2017,95,Westmoreland County,130,93.08%,4.62%,42464.0,43218.0,46103.0,6.68
91,2017,96,Wise County,420,95.95%,2.86%,31532.0,47418.0,46917.0,-1.06
92,2017,97,Wythe County,318,91.19%,5.66%,34461.0,46903.0,47165.0,0.56
93,2017,98,York County,974,95.17%,1.75%,56729.0,52301.0,52505.0,0.39
94,2017,101,Alexandria City,874,83.07%,12.01%,,74664.0,74738.0,0.1
95,2017,102,Bristol City,178,83.71%,3.93%,39527.0,43904.0,46844.0,6.7
96,2017,103,Buena Vista City,92,90.22%,5.43%,,42310.0,43986.0,3.96
97,2017,104,Charlottesville City,316,89.56%,6.01%,71785.0,56310.0,59231.0,5.19
98,2017,106,Colonial Heights City,223,95.96%,.00%,,49971.0,50601.0,1.26
99,2017,107,Covington City,64,85.94%,3.13%,38146.0,50119.0,54448.0,8.64
100,2017,108,Danville City,438,77.17%,11.64%,36750.0,48398.0,48665.0,0.55
101,2017,109,Falls Church City,197,99.49%,.00%,,74630.0,77157.0,3.39
102,2017,110,Fredericksburg City,219,83.11%,12.79%,,52807.0,54054.0,2.36
103,2017,111,Galax City,101,89.11%,.99%,34721.0,48307.0,48092.0,-0.44
104,2017,112,Hampton City,1510,91.46%,2.45%,,48964.0,50312.0,2.75
105,2017,113,Harrisonburg City,412,87.38%,8.98%,38828.0,45039.0,45791.0,1.67
106,2017,114,Hopewell City,324,85.19%,12.65%,37629.0,45630.0,47714.0,4.57
107,2017,115,Lynchburg City,580,86.38%,9.14%,36529.0,47476.0,46794.0,-1.44
108,2017,116,Martinsville City,158,86.71%,6.96%,37827.0,44823.0,44585.0,-0.53
109,2017,117,Newport News City,1870,93.53%,2.25%,,51153.0,52838.0,3.29
110,2017,118,Norfolk City,1830,81.31%,9.34%,,50081.0,50235.0,0.31
111,2017,119,Norton City,47,95.74%,2.13%,31532.0,41641.0,43755.0,5.08
112,2017,120,Petersburg City,281,80.43%,3.56%,,43796.0,46387.0,5.92
113,2017,121,Portsmouth City,1012,86.56%,7.02%,,51310.0,52428.0,2.18
114,2017,122,Radford City,109,95.41%,3.67%,36125.0,49649.0,50482.0,1.68
115,2017,123,Richmond City,1378,76.85%,17.63%,,49858.0,49079.0,-1.56
116,2017,124,Roanoke City,881,89.67%,9.76%,,48707.0,51061.0,4.83
117,2017,126,Staunton City,176,88.64%,7.39%,,47104.0,48085.0,2.08
118,2017,127,Suffolk City,1024,87.11%,8.20%,,54131.0,56232.0,3.88
119,2017,128,Virginia Beach City,5219,91.93%,4.39%,,54375.0,54577.0,0.37
120,2017,130,Waynesboro City,227,87.67%,5.73%,,46812.0,47286.0,1.01
121,2017,131,Williamsburg-James City County,965,92.33%,3.11%,,54532.0,53800.0,-1.34
122,2017,132,Winchester City,297,92.93%,5.05%,49051.0,54055.0,55152.0,2.03
123,2017,135,Franklin City,75,86.67%,9.33%,,46948.0,45716.0,-2.62
124,2017,136,Chesapeake City,3162,92.73%,4.05%,,56117.0,57524.0,2.51
125,2017,139,Salem City,264,94.32%,4.17%,50460.0,55776.0,57387.0,2.89
126,2017,142,Poquoson City,189,94.71%,2.12%,56729.0,49254.0,51352.0,4.26
127,2017,143,Manassas City,569,78.56%,12.30%,,61913.0,64390.0,4.0
128,2017,144,Manassas Park City,244,90.57%,7.38%,,59357.0,59208.0,-0.25
129,2017,202,Colonial Beach,50,96.00%,4.00%,,48882.0,50502.0,3.32
130,2017,207,West Point,75,97.33%,1.33%,,40073.0,41285.0,3.03
0,2013,1,Accomack County,331,85.80%,7.25%,36129.0,38600.0,38727.0,0.33
1,2013,2,Albemarle County,1032,93.51%,3.39%,56553.0,51512.0,50959.0,-1.07
2,2013,3,Alleghany County,250,85.60%,4.00%,33156.0,47114.0,47184.0,0.15
3,2013,4,Amelia County,134,93.28%,4.48%,38846.0,44762.0,45581.0,1.83
4,2013,5,Amherst County,380,86.32%,3.95%,31501.0,43684.0,43609.0,-0.17
5,2013,6,Appomattox County,156,80.13%,7.69%,32400.0,41177.0,40133.0,-2.54
6,2013,7,Arlington County,1407,89.62%,7.32%,80077.0,68979.0,69185.0,0.3
7,2013,8,Augusta County,874,93.71%,3.09%,,43692.0,43669.0,-0.05
8,2013,9,Bath County,64,90.63%,7.81%,47029.0,41715.0,43288.0,3.77
9,2013,10,Bedford County,856,90.65%,5.26%,39519.0,41023.0,41599.0,1.4
10,2013,11,Bland County,77,94.81%,5.19%,31238.0,41583.0,42225.0,1.54
11,2013,12,Botetourt County,406,95.32%,1.97%,43476.0,48130.0,47622.0,-1.05
12,2013,13,Brunswick County,152,85.53%,7.89%,28193.0,39216.0,39404.0,0.48
13,2013,14,Buchanan County,265,92.08%,4.53%,31506.0,39532.0,40044.0,1.3
14,2013,15,Buckingham County,182,89.56%,8.79%,25670.0,42426.0,40797.0,-3.84
15,2013,16,Campbell County,742,88.41%,4.18%,33944.0,41605.0,40884.0,-1.73
16,2013,17,Caroline County,313,84.98%,10.22%,36173.0,42473.0,42523.0,0.12
17,2013,18,Carroll County,311,91.00%,4.18%,29949.0,42371.0,40442.0,-4.55
18,2013,19,Charles City County,63,93.65%,4.76%,38450.0,40379.0,40408.0,0.07
19,2013,20,Charlotte County,182,86.26%,2.20%,,41092.0,41057.0,-0.09
20,2013,21,Chesterfield County,4781,90.19%,6.21%,45886.0,48233.0,47273.0,-1.99
21,2013,22,Clarke County,188,97.34%,1.60%,53725.0,47771.0,46852.0,-1.92
22,2013,23,Craig County,55,87.27%,9.09%,33398.0,40557.0,41442.0,2.18
23,2013,24,Culpeper County,534,91.95%,3.93%,39577.0,45811.0,47252.0,3.15
24,2013,25,Cumberland County,114,81.58%,14.91%,31774.0,42935.0,44634.0,3.96
25,2013,26,Dickenson County,178,84.27%,7.87%,28549.0,41776.0,42123.0,0.83
26,2013,27,Dinwiddie County,357,81.51%,5.04%,,46594.0,45107.0,-3.19
27,2013,28,Essex County,120,84.17%,8.33%,36018.0,46262.0,45899.0,-0.79
28,2013,29,Fairfax County,13667,91.60%,5.83%,,62074.0,63203.0,1.82
29,2013,30,Fauquier County,877,94.07%,2.62%,59654.0,54615.0,54975.0,0.66
30,2013,31,Floyd County,161,93.79%,3.73%,32386.0,42772.0,42542.0,-0.54
31,2013,32,Fluvanna County,313,94.89%,2.88%,37333.0,50822.0,50376.0,-0.88
32,2013,33,Franklin County,591,85.45%,7.78%,,43314.0,43895.0,1.34
33,2013,34,Frederick County,1017,90.07%,4.62%,41813.0,47672.0,47490.0,-0.38
34,2013,35,Giles County,205,83.41%,10.24%,34280.0,39458.0,38340.0,-2.83
35,2013,36,Gloucester County,511,87.87%,7.24%,42368.0,46306.0,46108.0,-0.43
36,2013,37,Goochland County,181,90.61%,3.31%,79077.0,43196.0,43212.0,0.04
37,2013,38,Grayson County,150,85.33%,7.33%,28518.0,35744.0,36507.0,2.13
38,2013,39,Greene County,186,92.47%,4.30%,36638.0,44099.0,44959.0,1.95
39,2013,40,Greensville County,227,86.34%,8.37%,27409.0,45179.0,44913.0,-0.59
40,2013,41,Halifax County,419,90.69%,4.30%,30948.0,38660.0,41869.0,8.3
41,2013,42,Hanover County,1474,95.45%,2.58%,49096.0,47103.0,48174.0,2.27
42,2013,43,Henrico County,3942,89.95%,6.29%,53807.0,48827.0,51723.0,5.93
43,2013,44,Henry County,592,90.20%,2.70%,33042.0,42518.0,43860.0,3.16
44,2013,45,Highland County,17,100.00%,.00%,38648.0,44056.0,43734.0,-0.73
45,2013,46,Isle of Wight County,506,88.93%,6.72%,48567.0,51959.0,53025.0,2.05
46,2013,48,King George County,340,90.88%,7.35%,47117.0,50361.0,47401.0,-5.88
47,2013,49,King and Queen County,58,84.48%,5.17%,35583.0,45994.0,48784.0,6.07
48,2013,50,King William County,164,93.29%,1.22%,39724.0,46105.0,46382.0,0.6
49,2013,51,Lancaster County,107,96.26%,.93%,48214.0,43432.0,42685.0,-1.72
50,2013,52,Lee County,239,84.10%,10.88%,26507.0,37924.0,40343.0,6.38
51,2013,53,Loudoun County,4516,95.77%,2.19%,67036.0,59237.0,60646.0,2.38
52,2013,54,Louisa County,355,90.42%,5.35%,35352.0,47014.0,47013.0,-0.0
53,2013,55,Lunenburg County,132,88.64%,8.33%,27970.0,40003.0,47668.0,19.16
54,2013,56,Madison County,146,97.26%,.00%,42881.0,42745.0,43103.0,0.84
55,2013,57,Mathews County,100,95.00%,3.00%,46949.0,39857.0,40404.0,1.37
56,2013,58,Mecklenburg County,352,88.07%,9.66%,32167.0,41481.0,48805.0,17.66
57,2013,59,Middlesex County,95,94.74%,2.11%,41425.0,41103.0,42099.0,2.42
58,2013,60,Montgomery County,747,89.56%,5.22%,30623.0,45999.0,46297.0,0.65
59,2013,62,Nelson County,153,90.20%,3.92%,42608.0,47643.0,47432.0,-0.44
60,2013,63,New Kent County,237,89.45%,2.11%,62564.0,44629.0,46128.0,3.36
61,2013,65,Northampton County,128,82.81%,9.38%,39751.0,41666.0,36962.0,-11.29
62,2013,66,Northumberland County,112,88.39%,10.71%,41994.0,46290.0,48748.0,5.31
63,2013,67,Nottoway County,161,81.37%,13.66%,29506.0,42625.0,47509.0,11.46
64,2013,68,Orange County,389,91.26%,2.06%,41989.0,45185.0,45567.0,0.85
65,2013,69,Page County,305,97.70%,.98%,32559.0,41177.0,41014.0,-0.4
66,2013,70,Patrick County,231,91.34%,4.33%,28728.0,40534.0,41441.0,2.24
67,2013,71,Pittsylvania County,716,87.99%,10.20%,31929.0,41567.0,41076.0,-1.18
68,2013,72,Powhatan County,331,87.92%,4.53%,44138.0,47508.0,47646.0,0.29
69,2013,73,Prince Edward County,190,86.84%,6.84%,26694.0,40675.0,44127.0,8.49
70,2013,74,Prince George County,483,83.23%,10.56%,34490.0,49834.0,49658.0,-0.35
71,2013,75,Prince William County,5962,89.53%,7.13%,,60993.0,61855.0,1.41
72,2013,77,Pulaski County,375,87.20%,7.73%,34083.0,42757.0,42420.0,-0.79
73,2013,78,Rappahannock County,75,92.00%,4.00%,54907.0,47393.0,45941.0,-3.06
74,2013,79,Richmond County,98,85.71%,9.18%,30445.0,48277.0,47626.0,-1.35
75,2013,80,Roanoke County,1204,93.94%,3.82%,44813.0,48712.0,48267.0,-0.91
76,2013,81,Rockbridge County,256,85.55%,7.03%,,46535.0,45216.0,-2.84
77,2013,82,Rockingham County,899,92.55%,4.67%,33783.0,44452.0,45039.0,1.32
78,2013,83,Russell County,351,90.31%,6.55%,29286.0,38884.0,36271.0,-6.72
79,2013,84,Scott County,298,90.94%,5.37%,28872.0,45500.0,45582.0,0.18
80,2013,85,Shenandoah County,484,95.66%,1.65%,37120.0,45115.0,44177.0,-2.08
81,2013,86,Smyth County,373,91.96%,3.49%,31996.0,43453.0,43590.0,0.31
82,2013,87,Southampton County,223,80.72%,13.45%,35309.0,43537.0,44012.0,1.09
83,2013,88,Spotsylvania County,1952,88.32%,4.30%,43673.0,51491.0,51373.0,-0.23
84,2013,89,Stafford County,2347,91.78%,3.11%,48756.0,53241.0,53038.0,-0.38
85,2013,90,Surry County,77,96.10%,2.60%,36069.0,47645.0,50020.0,4.98
86,2013,91,Sussex County,102,77.45%,10.78%,27931.0,49262.0,51080.0,3.69
87,2013,92,Tazewell County,497,84.10%,8.25%,33493.0,43660.0,42846.0,-1.86
88,2013,93,Warren County,454,92.29%,5.95%,39862.0,45960.0,45096.0,-1.88
89,2013,94,Washington County,559,94.99%,1.25%,38714.0,44484.0,44205.0,-0.63
90,2013,95,Westmoreland County,128,85.16%,10.16%,36539.0,42212.0,41794.0,-0.99
91,2013,96,Wise County,463,89.42%,7.34%,29530.0,47742.0,47487.0,-0.53
92,2013,97,Wythe County,332,85.54%,8.73%,29838.0,43160.0,44752.0,3.69
93,2013,98,York County,1073,94.41%,2.42%,51418.0,48831.0,48101.0,-1.5
94,2013,101,Alexandria City,824,86.17%,10.68%,,70183.0,70696.0,0.73
95,2013,102,Bristol City,181,84.53%,11.05%,38714.0,42672.0,45342.0,6.26
96,2013,103,Buena Vista City,83,83.13%,6.02%,,40793.0,41397.0,1.48
97,2013,104,Charlottesville City,314,80.57%,10.19%,56553.0,52660.0,52790.0,0.25
98,2013,106,Colonial Heights City,248,91.13%,1.61%,,51880.0,50451.0,-2.75
99,2013,107,Covington City,62,85.48%,6.45%,33156.0,50039.0,51412.0,2.74
100,2013,108,Danville City,500,78.80%,6.20%,31929.0,46586.0,45898.0,-1.48
101,2013,109,Falls Church City,170,97.06%,1.18%,,62956.0,63273.0,0.5
102,2013,110,Fredericksburg City,225,86.67%,8.44%,,46035.0,45704.0,-0.72
103,2013,111,Galax City,96,86.46%,6.25%,29949.0,43379.0,45100.0,3.97
104,2013,112,Hampton City,1854,85.44%,3.78%,,44205.0,45137.0,2.11
105,2013,113,Harrisonburg City,358,89.39%,7.54%,33783.0,45474.0,45439.0,-0.08
106,2013,114,Hopewell City,312,78.85%,9.29%,34490.0,45360.0,45013.0,-0.77
107,2013,115,Lynchburg City,670,80.90%,8.06%,33944.0,46213.0,41960.0,-9.2
108,2013,116,Martinsville City,196,83.67%,12.24%,33042.0,43504.0,42969.0,-1.23
109,2013,117,Newport News City,2102,85.20%,4.38%,,47009.0,48228.0,2.59
110,2013,118,Norfolk City,2062,77.93%,9.99%,,48711.0,48967.0,0.52
111,2013,119,Norton City,67,88.06%,5.97%,29530.0,44113.0,40934.0,-7.21
112,2013,120,Petersburg City,306,77.45%,14.71%,,45307.0,40644.0,-10.29
113,2013,121,Portsmouth City,1113,80.86%,10.42%,,36268.0,36517.0,0.69
114,2013,122,Radford City,104,94.23%,2.88%,30623.0,48813.0,48016.0,-1.63
115,2013,123,Richmond City,1503,76.25%,17.10%,,48345.0,50485.0,4.43
116,2013,124,Roanoke City,926,80.35%,11.34%,,44425.0,48039.0,8.13
117,2013,126,Staunton City,206,87.38%,3.88%,,44839.0,41588.0,-7.25
118,2013,127,Suffolk City,1098,87.25%,8.11%,,49280.0,48516.0,-1.55
119,2013,128,Virginia Beach City,5355,88.05%,4.71%,,52732.0,53201.0,0.89
120,2013,130,Waynesboro City,219,83.56%,4.11%,,43048.0,44929.0,4.37
121,2013,131,Williamsburg-James City County,872,88.99%,5.28%,,51923.0,51572.0,-0.68
122,2013,132,Winchester City,298,88.59%,8.39%,41813.0,50170.0,51256.0,2.16
123,2013,135,Franklin City,85,77.65%,14.12%,,44459.0,45159.0,1.57
124,2013,136,Chesapeake City,3283,92.17%,3.81%,,54548.0,53043.0,-2.76
125,2013,137,Lexington City,<,<,<,,41829.0,45733.0,9.33
126,2013,139,Salem City,314,89.17%,6.37%,44813.0,53186.0,54493.0,2.46
127,2013,142,Poquoson City,206,93.20%,2.91%,51418.0,46396.0,45984.0,-0.89
128,2013,143,Manassas City,520,86.54%,4.23%,,61950.0,63340.0,2.24
129,2013,144,Manassas Park City,212,81.60%,9.91%,,56230.0,56934.0,1.25
130,2013,202,Colonial Beach,45,84.44%,8.89%,,41592.0,38843.0,-6.61
131,2013,207,West Point,60,93.33%,1.67%,,41721.0,41751.0,0.07
0,2012,1,Accomack County,341,83.87%,7.92%,35622.0,39299.0,38600.0,-1.78
1,2012,2,Albemarle County,1015,92.02%,4.53%,57910.0,51960.0,51512.0,-0.86
2,2012,3,Alleghany County,220,89.09%,9.09%,35104.0,46646.0,47114.0,1.0
3,2012,4,Amelia County,141,94.33%,2.13%,36118.0,46410.0,44762.0,-3.55
4,2012,5,Amherst County,366,88.25%,5.46%,31452.0,44280.0,43684.0,-1.34
5,2012,6,Appomattox County,177,79.10%,10.17%,31772.0,39870.0,41177.0,3.28
6,2012,7,Arlington County,1454,87.55%,9.28%,84558.0,69737.0,68979.0,-1.09
7,2012,8,Augusta County,855,89.82%,6.90%,,45001.0,43692.0,-2.91
8,2012,9,Bath County,67,95.52%,1.49%,50099.0,42076.0,41715.0,-0.86
9,2012,10,Bedford County,841,89.06%,5.47%,39368.0,40874.0,41023.0,0.37
10,2012,11,Bland County,78,88.46%,3.85%,30997.0,42763.0,41583.0,-2.76
11,2012,12,Botetourt County,400,92.50%,4.25%,42860.0,49001.0,48130.0,-1.78
12,2012,13,Brunswick County,170,81.76%,10.59%,27929.0,40105.0,39216.0,-2.22
13,2012,14,Buchanan County,265,86.79%,9.06%,32419.0,43017.0,39532.0,-8.1
14,2012,15,Buckingham County,160,89.38%,7.50%,25493.0,43448.0,42426.0,-2.35
15,2012,16,Campbell County,717,85.36%,5.72%,34435.0,43376.0,41605.0,-4.08
16,2012,17,Caroline County,304,83.55%,9.21%,35657.0,44624.0,42473.0,-4.82
17,2012,18,Carroll County,310,88.71%,7.42%,29978.0,40933.0,42371.0,3.51
18,2012,19,Charles City County,84,86.90%,9.52%,36939.0,41117.0,40379.0,-1.79
19,2012,20,Charlotte County,169,87.57%,1.78%,,41261.0,41092.0,-0.41
20,2012,21,Chesterfield County,4903,89.41%,6.14%,45781.0,49352.0,48233.0,-2.27
21,2012,22,Clarke County,183,100.00%,.00%,53713.0,48114.0,47771.0,-0.71
22,2012,23,Craig County,57,85.96%,1.75%,32902.0,43168.0,40557.0,-6.05
23,2012,24,Culpeper County,588,91.67%,3.23%,40120.0,48122.0,45811.0,-4.8
24,2012,25,Cumberland County,130,86.15%,3.85%,30918.0,41417.0,42935.0,3.67
25,2012,26,Dickenson County,186,87.63%,4.30%,28445.0,40725.0,41776.0,2.58
26,2012,27,Dinwiddie County,389,82.26%,6.94%,,46591.0,46594.0,0.01
27,2012,28,Essex County,123,78.86%,14.63%,35600.0,45581.0,46262.0,1.5
28,2012,29,Fairfax County,13723,90.78%,6.39%,,63853.0,62074.0,-2.79
29,2012,30,Fauquier County,946,93.55%,3.07%,61729.0,57068.0,54615.0,-4.3
30,2012,31,Floyd County,167,92.22%,4.79%,32679.0,42851.0,42772.0,-0.18
31,2012,32,Fluvanna County,282,93.26%,1.42%,36889.0,53144.0,50822.0,-4.37
32,2012,33,Franklin County,607,85.67%,9.06%,,44732.0,43314.0,-3.17
33,2012,34,Frederick County,1031,87.29%,6.11%,42390.0,47830.0,47672.0,-0.33
34,2012,35,Giles County,205,80.98%,13.66%,34001.0,41064.0,39458.0,-3.91
35,2012,36,Gloucester County,487,88.30%,5.75%,42795.0,46758.0,46306.0,-0.97
36,2012,37,Goochland County,197,91.37%,5.08%,82555.0,46690.0,43196.0,-7.48
37,2012,38,Grayson County,163,85.28%,10.43%,28535.0,36396.0,35744.0,-1.79
38,2012,39,Greene County,206,92.23%,4.37%,36511.0,44178.0,44099.0,-0.18
39,2012,40,Greensville County,189,88.89%,9.52%,26956.0,45537.0,45179.0,-0.79
40,2012,41,Halifax County,440,85.91%,8.64%,30688.0,39185.0,38660.0,-1.34
41,2012,42,Hanover County,1556,93.89%,2.83%,48689.0,47030.0,47103.0,0.15
42,2012,43,Henrico County,4008,88.30%,6.71%,53092.0,50046.0,48827.0,-2.44
43,2012,44,Henry County,564,86.52%,5.85%,32951.0,40748.0,42518.0,4.34
44,2012,45,Highland County,22,100.00%,.00%,38819.0,43976.0,44056.0,0.18
45,2012,46,Isle of Wight County,455,87.03%,6.59%,48299.0,51404.0,51959.0,1.08
46,2012,48,King George County,336,92.56%,5.65%,46438.0,48051.0,50361.0,4.81
47,2012,49,King and Queen County,73,80.82%,13.70%,34575.0,43977.0,45994.0,4.59
48,2012,50,King William County,153,91.50%,2.61%,39398.0,45889.0,46105.0,0.47
49,2012,51,Lancaster County,107,91.59%,2.80%,48194.0,42566.0,43432.0,2.04
50,2012,53,Loudoun County,4219,95.24%,2.87%,68475.0,59738.0,59237.0,-0.84
51,2012,54,Louisa County,390,90.26%,6.92%,35844.0,48009.0,47014.0,-2.07
52,2012,55,Lunenburg County,118,80.51%,9.32%,27742.0,40879.0,40003.0,-2.14
53,2012,56,Madison County,150,94.67%,2.67%,41459.0,43269.0,42745.0,-1.21
54,2012,57,Mathews County,97,97.94%,2.06%,47739.0,38385.0,39857.0,3.84
55,2012,58,Mecklenburg County,380,87.89%,7.89%,31773.0,42469.0,41481.0,-2.33
56,2012,59,Middlesex County,95,91.58%,2.11%,42277.0,42609.0,41103.0,-3.53
57,2012,60,Montgomery County,717,84.80%,8.23%,30430.0,46414.0,45999.0,-0.9
58,2012,62,Nelson County,151,88.74%,1.99%,42102.0,47646.0,47643.0,-0.01
59,2012,63,New Kent County,240,85.42%,5.42%,60514.0,44630.0,44629.0,-0.0
60,2012,65,Northampton County,127,76.38%,18.90%,39718.0,40391.0,41666.0,3.16
61,2012,66,Northumberland County,112,89.29%,8.04%,41832.0,47824.0,46290.0,-3.21
62,2012,67,Nottoway County,185,84.86%,8.11%,29690.0,45489.0,42625.0,-6.3
63,2012,68,Orange County,389,89.97%,2.31%,41732.0,43186.0,45185.0,4.63
64,2012,69,Page County,290,97.24%,1.38%,32337.0,42678.0,41177.0,-3.52
65,2012,70,Patrick County,185,94.05%,2.70%,28702.0,41178.0,40534.0,-1.56
66,2012,71,Pittsylvania County,728,89.56%,7.97%,31226.0,42549.0,41567.0,-2.31
67,2012,72,Powhatan County,402,91.54%,2.74%,43737.0,47228.0,47508.0,0.59
68,2012,73,Prince Edward County,189,85.19%,7.94%,26172.0,43587.0,40675.0,-6.68
69,2012,74,Prince George County,477,83.23%,10.48%,34205.0,49968.0,49834.0,-0.27
70,2012,75,Prince William County,5823,89.09%,7.37%,,62064.0,60993.0,-1.72
71,2012,77,Pulaski County,356,87.36%,7.02%,34116.0,41567.0,42757.0,2.86
72,2012,78,Rappahannock County,54,81.48%,9.26%,54893.0,47454.0,47393.0,-0.13
73,2012,79,Richmond County,93,83.87%,6.45%,29785.0,47484.0,48277.0,1.67
74,2012,80,Roanoke County,1237,91.75%,5.50%,46011.0,48656.0,48712.0,0.12
75,2012,81,Rockbridge County,239,83.26%,8.79%,,45084.0,46535.0,3.22
76,2012,82,Rockingham County,871,90.59%,5.05%,33190.0,45363.0,44452.0,-2.01
77,2012,83,Russell County,344,87.50%,6.40%,30367.0,39030.0,38884.0,-0.37
78,2012,84,Scott County,302,93.71%,2.98%,29054.0,44267.0,45500.0,2.79
79,2012,85,Shenandoah County,567,91.71%,4.59%,36606.0,44790.0,45115.0,0.73
80,2012,86,Smyth County,374,88.24%,5.35%,31207.0,43483.0,43453.0,-0.07
81,2012,87,Southampton County,229,86.90%,9.17%,35060.0,44069.0,43537.0,-1.21
82,2012,88,Spotsylvania County,1906,85.99%,5.56%,44151.0,51964.0,51491.0,-0.91
